hidden_layer_1,hidden_layer_2,learning_rate,beta,epsilon_multiplier,epsilon,number_of_clusters,number_of_outliers,outlier_percentage,smallest_cluster_size,silhouette_score,davies_bouldin_index,calinski_harabasz_index
256,128,0.0002,0.25,0.8,0.11349958909663208,16,105,1.336047843237053,52,0.9217910170555115,0.21280233161161974,322571.9651223355
256,128,0.0002,0.25,0.9,0.1276870377337111,17,15,0.1908639776052933,57,0.9171414375305176,0.2495871627644157,296177.07820649736
256,128,0.0002,0.25,1.0,0.1418744863707901,16,0,0.0,72,0.9134424328804016,0.28765440464351644,273033.80322068854
256,128,0.0003,0.01,0.8,0.5138812921107441,6,138,1.7559485939686985,51,0.3843388259410858,0.5918314729235674,923.312414872176
256,128,0.0003,0.01,0.9,0.5781164536245871,5,111,1.4123934342791704,54,0.43309518694877625,0.4678753603457123,987.758965544293
256,128,0.0003,0.01,1.0,0.6423516151384301,2,87,1.107011070110701,62,0.5256929397583008,0.39018125291667344,418.44683366827695
256,128,0.0003,0.05,0.8,0.33162918294314875,5,40,0.5089706069474488,70,0.18901045620441437,0.5467813836659747,753.1336177309416
256,128,0.0003,0.05,0.9,0.3730828308110423,3,23,0.29265809899478307,70,0.14909684658050537,0.590970234119936,270.4294317074835
256,128,0.0003,0.05,1.0,0.4145364786789359,3,3,0.03817279552105866,70,0.147792786359787,0.5904446066210727,266.7506951977622
256,128,0.0003,0.1,0.8,0.16521841499877876,24,106,1.3487721084107391,55,0.7256554961204529,0.3030757247950485,12218.04473092829
256,128,0.0003,0.1,0.9,0.1858707168736261,22,95,1.2088051915001907,55,0.7086578607559204,0.32583186020147453,12388.961116130045
256,128,0.0003,0.1,1.0,0.20652301874847345,21,40,0.5089706069474488,55,0.6940863728523254,0.344368489654762,12557.54915411393
256,128,0.0003,0.15,0.8,0.21232928863384318,17,32,0.407176485557959,63,0.7822627425193787,0.41423121148401815,34212.17358257587
256,128,0.0003,0.15,0.9,0.23887044971307358,15,0,0.0,150,0.7581989765167236,0.45937202051377996,29898.26681337583
256,128,0.0003,0.15,1.0,0.26541161079230396,15,0,0.0,150,0.7581989765167236,0.45937202051377996,29898.26681337583
256,128,0.0003,0.2,0.8,0.0650572872869591,24,120,1.5269118208423464,51,0.9165188670158386,0.16595751380928672,220857.70834915366
256,128,0.0003,0.2,0.9,0.073189448197829,24,112,1.4251176994528567,51,0.9160237908363342,0.16675735186743545,217320.80427405852
256,128,0.0003,0.2,1.0,0.08132160910869887,24,108,1.3742206387581117,51,0.9157600998878479,0.1678771959322849,216292.74825468514
256,128,0.0003,0.25,0.8,0.05140598841009036,22,227,2.8884081944267717,51,0.9346935749053955,0.1505491254025352,549567.8966360575
256,128,0.0003,0.25,0.9,0.057831736961351646,22,213,2.710268481995165,51,0.933687150478363,0.1541699350369626,537760.5185868406
256,128,0.0003,0.25,1.0,0.06425748551261294,23,117,1.4887390253212875,51,0.9293068051338196,0.17590821853459943,495869.49813153985
256,128,0.0004,0.01,0.8,0.6943893888540887,1,27,0.34355515968952793,7832,,,
256,128,0.0004,0.01,0.9,0.7811880624608498,1,0,0.0,7859,,,
256,128,0.0004,0.01,1.0,0.8679867360676109,1,0,0.0,7859,,,
256,128,0.0004,0.05,0.8,0.3529744901547658,7,117,1.4887390253212875,50,0.2458316832780838,0.5856482994153727,1268.9445908081602
256,128,0.0004,0.05,0.9,0.3970963014241115,6,27,0.34355515968952793,51,0.31560251116752625,0.5359220239225878,1264.4563234377736
256,128,0.0004,0.05,1.0,0.44121811269345723,3,26,0.3308308945158417,51,0.35107091069221497,0.6105820457968466,1412.0537533599158
256,128,0.0004,0.1,0.8,0.12579568115420817,27,212,2.6975442168214783,55,0.7433948516845703,0.24038726822896433,10406.430117364465
256,128,0.0004,0.1,0.9,0.1415201412984842,27,140,1.781397124316071,55,0.7341150045394897,0.29396025348329063,10351.950780005225
256,128,0.0004,0.1,1.0,0.1572446014427602,22,110,1.3996691691054841,55,0.7031832337379456,0.32154904453058486,11734.812982115523
256,128,0.0004,0.15,0.8,0.15590950044728935,23,176,2.239470670568775,51,0.7959373593330383,0.2342828625041042,17367.67117484812
256,128,0.0004,0.15,0.9,0.17539818800320053,22,119,1.5141875556686601,47,0.7866025567054749,0.29140899180229857,18071.9349836606
256,128,0.0004,0.15,1.0,0.1948868755591117,21,102,1.2978750477159944,98,0.7856823205947876,0.2897937125815201,18591.706833577096
256,128,0.0004,0.2,0.8,0.15347004470479245,20,88,1.1197353352843875,58,0.910695493221283,0.23265879107591125,181438.87574509674
256,128,0.0004,0.2,0.9,0.1726538002928915,20,35,0.4453492810790177,59,0.9060316681861877,0.27421479473283655,174480.97464150516
256,128,0.0004,0.2,1.0,0.19183755588099055,17,0,0.0,150,0.8857214450836182,0.355958033840313,142320.19849510657
256,128,0.0004,0.25,0.8,0.05038929199684614,22,294,3.7409339610637486,51,0.9367043972015381,0.14572613717286811,775076.8049694984
256,128,0.0004,0.25,0.9,0.056687953496451914,21,241,3.066547906858379,51,0.9384878277778625,0.1446306050100466,635372.705302155
256,128,0.0004,0.25,1.0,0.06298661499605768,21,229,2.9138567247741443,51,0.9377456307411194,0.1505811688095816,628250.3296370461
256,128,0.0005,0.01,0.8,0.5405392104199919,1,65,0.8270772362896042,7794,,,
256,128,0.0005,0.01,0.9,0.6081066117224908,2,12,0.15269118208423463,29,0.48166653513908386,0.4059496178915455,175.8415605130969
256,128,0.0005,0.01,1.0,0.6756740130249898,1,7,0.08906985621580354,7852,,,
256,128,0.0005,0.05,0.8,0.3381941510210352,7,136,1.730500063621326,28,0.08476105332374573,0.568208229209156,371.873374187051
256,128,0.0005,0.05,0.9,0.3804684198986646,3,43,0.5471434024685075,51,0.33363568782806396,0.4584454605543293,505.0565114872306
256,128,0.0005,0.05,1.0,0.422742688776294,3,31,0.3944522203842728,51,0.3324076235294342,0.45913385987353256,503.3895546065951
256,128,0.0005,0.1,0.8,0.2677232630349573,21,108,1.3742206387581117,55,0.6732537150382996,0.6855178151174658,9341.690329487099
256,128,0.0005,0.1,0.9,0.301188670914327,14,40,0.5089706069474488,55,0.5158568620681763,0.7178081013869632,5786.356064514624
256,128,0.0005,0.1,1.0,0.33465407879369663,8,40,0.5089706069474488,55,0.43118879199028015,0.6153993782314,4604.36375324961
256,128,0.0005,0.15,0.8,0.15009266379420091,21,169,2.150400814352971,55,0.7829583883285522,0.285371329403528,24589.187375018264
256,128,0.0005,0.15,0.9,0.16885424676847602,21,50,0.636213258684311,55,0.7633240818977356,0.3585991225394469,22747.204674282115
256,128,0.0005,0.15,1.0,0.18761582974275112,18,48,0.6107647283369385,55,0.7085776925086975,0.445370167636404,20560.17379912764
256,128,0.0005,0.2,0.8,0.19011157277544447,20,127,1.6159816770581499,64,0.9340274333953857,0.1924892911075909,296644.3129109366
256,128,0.0005,0.2,0.9,0.21387551937237503,20,89,1.1324596004580736,67,0.9303457736968994,0.22165823809438226,264034.4653956023
256,128,0.0005,0.2,1.0,0.23763946596930557,18,50,0.636213258684311,90,0.9018434286117554,0.33234559463413305,92957.12983671195
256,128,0.0005,0.25,0.8,0.19205875385742152,17,133,1.692327268100267,66,0.9295153021812439,0.29509219378663143,216408.17639177956
256,128,0.0005,0.25,0.9,0.2160660980895992,16,68,0.865250031810663,90,0.9163171052932739,0.30608984586943666,131720.52388498693
256,128,0.0005,0.25,1.0,0.24007344232177688,16,68,0.865250031810663,90,0.9163171052932739,0.30608984586943666,131720.52388498693
256,128,0.0006,0.01,0.8,0.4438898126408106,1,79,1.0052169487212115,7780,,,
256,128,0.0006,0.01,0.9,0.49937603922091195,1,47,0.5980404631632523,7812,,,
256,128,0.0006,0.01,1.0,0.5548622658010133,1,30,0.3817279552105866,7829,,,
256,128,0.0006,0.05,0.8,0.37543633717156055,6,145,1.8450184501845017,51,0.12189796566963196,0.7039943933424225,1250.8753353083432
256,128,0.0006,0.05,0.9,0.42236587931800557,3,81,1.0306654790685839,51,0.3140607476234436,0.5055846287932667,234.00986616307557
256,128,0.0006,0.05,1.0,0.46929542146445063,2,3,0.03817279552105866,51,0.433756023645401,0.41738353564361264,265.50655608288355
256,128,0.0006,0.1,0.8,0.23638948277188435,25,232,2.952029520295203,43,0.8608886003494263,0.3022107355368334,45008.01388861112
256,128,0.0006,0.1,0.9,0.2659381681183699,23,143,1.8195699198371293,51,0.8368135094642639,0.3702567711487226,36806.25931801418
256,128,0.0006,0.1,1.0,0.2954868534648554,20,62,0.7889044407685456,51,0.8102249503135681,0.4331572360308522,27990.344075187186
256,128,0.0006,0.15,0.8,0.1465367445173625,22,44,0.5598676676421938,55,0.7670630812644958,0.2863089154018663,22246.45736609457
256,128,0.0006,0.15,0.9,0.16485383758203281,22,40,0.5089706069474488,55,0.7665115594863892,0.2869658015425734,22201.114299161294
256,128,0.0006,0.15,1.0,0.18317093064670312,22,40,0.5089706069474488,55,0.7665115594863892,0.2869658015425734,22201.114299161294
256,128,0.0006,0.2,0.8,0.10935380330871747,23,34,0.4326250159053315,51,0.9310136437416077,0.22028583303148164,379199.2108770857
256,128,0.0006,0.2,0.9,0.12302302872230715,21,34,0.4326250159053315,98,0.924521267414093,0.28602427087255555,265131.13272177783
256,128,0.0006,0.2,1.0,0.13669225413589683,21,34,0.4326250159053315,98,0.924521267414093,0.28602427087255555,265131.13272177783
256,128,0.0006,0.25,0.8,0.02332767615803482,10,47,0.5980404631632523,190,0.9027693867683411,0.16311519463674476,564738.0801860671
256,128,0.0006,0.25,0.9,0.02624363567778917,10,36,0.4580735462527039,190,0.9022390842437744,0.1632358334332331,551670.5674470926
256,128,0.0006,0.25,1.0,0.029159595197543523,10,24,0.30538236416846926,190,0.9016613960266113,0.16336802177247617,537055.9867238196
256,128,0.0007,0.01,0.8,0.5258654701180338,3,94,1.1960809263265046,53,0.39516007900238037,0.6482577010578635,274.8957142600017
256,128,0.0007,0.01,0.9,0.591598653882788,1,55,0.6998345845527421,7804,,,
256,128,0.0007,0.01,1.0,0.6573318376475422,1,16,0.2035882427789795,7843,,,
256,128,0.0007,0.05,0.8,0.34152855011442385,6,69,0.8779742969843493,24,0.1616547554731369,0.5368865584722191,427.6919388623621
256,128,0.0007,0.05,0.9,0.38421961887872685,3,37,0.4707978114263901,51,0.2874361574649811,0.5128011586178555,390.5605047370013
256,128,0.0007,0.05,1.0,0.4269106876430298,2,27,0.34355515968952793,48,0.4058299660682678,0.452617070089826,222.3644624120609
256,128,0.0007,0.1,0.8,0.21086432870379307,21,136,1.730500063621326,55,0.6786512732505798,0.3790675618980167,9325.302281520582
256,128,0.0007,0.1,0.9,0.2372223697917672,19,70,0.8906985621580354,55,0.6410423517227173,0.44543836496043643,8841.440345549607
256,128,0.0007,0.1,1.0,0.2635804108797413,16,57,0.7252831149001145,55,0.6239302754402161,0.4522824107438757,8884.35365611763
256,128,0.0007,0.15,0.8,0.2757073727950214,22,88,1.1197353352843875,51,0.891731858253479,0.3571789560048394,54181.64386147362
256,128,0.0007,0.15,0.9,0.31017079439439904,19,72,0.9161470925054078,51,0.8261445164680481,0.43397285037240535,17047.22525258656
256,128,0.0007,0.15,1.0,0.3446342159937767,18,72,0.9161470925054078,51,0.8130638599395752,0.4625262564606397,13701.925094043943
256,128,0.0007,0.2,0.8,0.028559238829106326,12,62,0.7889044407685456,175,0.8248310685157776,0.20222623706386755,81571.13050130784
256,128,0.0007,0.2,0.9,0.03212914368274462,12,44,0.5598676676421938,175,0.823354184627533,0.2026595087526278,80161.21191428782
256,128,0.0007,0.2,1.0,0.03569904853638291,12,31,0.3944522203842728,175,0.8222407698631287,0.20297543969954648,79067.6721634371
256,128,0.0007,0.25,0.8,0.015126755035027046,6,48,0.6107647283369385,424,0.9259098768234253,0.07790664821555278,542327.9829027529
256,128,0.0007,0.25,0.9,0.017017599414405428,6,35,0.4453492810790177,424,0.925311267375946,0.07828456860267191,534056.4896338899
256,128,0.0007,0.25,1.0,0.018908443793783807,6,22,0.2799338338210969,424,0.9247094988822937,0.07863194135285162,524216.3948045112
256,128,0.0008,0.01,0.8,0.39674198790494764,2,183,2.328540526784578,53,0.44448256492614746,0.42274556326292817,266.4569178115628
256,128,0.0008,0.01,0.9,0.4463347363930661,2,85,1.0815625397633286,60,0.43326643109321594,0.44938245195045673,291.2083664117328
256,128,0.0008,0.01,1.0,0.49592748488118454,2,3,0.03817279552105866,95,0.4542747735977173,0.5043209092682911,496.31064879311737
256,128,0.0008,0.05,0.8,0.430692688259035,2,50,0.636213258684311,51,0.4082055687904358,0.4386649680133212,239.14344916488514
256,128,0.0008,0.05,0.9,0.4845292742914144,1,21,0.26720956864741063,7838,,,
256,128,0.0008,0.05,1.0,0.5383658603237937,1,0,0.0,7859,,,
256,128,0.0008,0.1,0.8,0.24303804567882814,19,210,2.672095686474106,51,0.5999804139137268,0.4784367716431362,6226.731147026797
256,128,0.0008,0.1,0.9,0.27341780138868166,15,108,1.3742206387581117,51,0.5260916948318481,0.5907866787722338,6307.13723494035
256,128,0.0008,0.1,1.0,0.3037975570985352,14,84,1.0688382745896425,54,0.5035384297370911,0.6074345479040113,6028.642807422102
256,128,0.0008,0.15,0.8,0.22430554727782584,23,155,1.9722611019213643,51,0.9217190146446228,0.3002935210188375,86533.3938414108
256,128,0.0008,0.15,0.9,0.25234374068755405,23,155,1.9722611019213643,51,0.9217190146446228,0.3002935210188375,86533.3938414108
256,128,0.0008,0.15,1.0,0.2803819340972823,21,151,1.921364041226619,51,0.8946927785873413,0.38223050754393934,44529.8493397402
256,128,0.0008,0.2,0.8,0.28707040467400374,13,131,1.6668787377528946,51,0.8572517037391663,0.3715021879941177,50691.63268932795
256,128,0.0008,0.2,0.9,0.32295420525825425,13,94,1.1960809263265046,51,0.8486714959144592,0.39986438926361917,41161.761975643676
256,128,0.0008,0.2,1.0,0.3588380058425047,12,57,0.7252831149001145,51,0.8224731683731079,0.4187718474302369,24232.128831382688
256,128,0.0008,0.25,0.8,0.15416130435087164,20,137,1.7432243287950122,51,0.9334794878959656,0.2382718027450068,333242.54065415135
256,128,0.0008,0.25,0.9,0.1734314673947306,20,130,1.6541544725792083,51,0.9328486323356628,0.24276419132159646,326658.2677360132
256,128,0.0008,0.25,1.0,0.19270163043858954,18,129,1.6414302074055223,51,0.902180016040802,0.318430224270178,130840.58973504449
256,128,0.0009,0.01,0.8,0.49323932986602553,2,83,1.0561140094159562,107,0.4556686282157898,0.4860772159077802,580.4657708749271
256,128,0.0009,0.01,0.9,0.5548942460992787,1,52,0.6616617890316834,7807,,,
256,128,0.0009,0.01,1.0,0.6165491623325319,1,31,0.3944522203842728,7828,,,
256,128,0.0009,0.05,0.8,0.3798394614967424,4,112,1.4251176994528567,54,0.2961004972457886,0.5851913556076124,1314.6353307306056
256,128,0.0009,0.05,0.9,0.4273193941838352,2,73,0.928871357679094,55,0.41184455156326294,0.4377018144838449,263.9374922129475
256,128,0.0009,0.05,1.0,0.47479932687092796,2,61,0.7761801755948594,65,0.4042716324329376,0.4843358612823949,301.41069774541484
256,128,0.0009,0.1,0.8,0.23067737955481493,23,262,3.3337574755057893,51,0.6737761497497559,0.4263207055177983,7904.555352570071
256,128,0.0009,0.1,0.9,0.2595120519991668,21,151,1.921364041226619,51,0.6609153747558594,0.4823325443817767,8294.407917464692
256,128,0.0009,0.1,1.0,0.28834672444351866,16,99,1.259702252194936,52,0.5695227980613708,0.5498396814414472,7013.8119857612155
256,128,0.0009,0.15,0.8,0.3042160182489778,19,57,0.7252831149001145,51,0.8199228644371033,0.4987815083911165,13273.553357060751
256,128,0.0009,0.15,0.9,0.34224302053010003,18,57,0.7252831149001145,51,0.8158366084098816,0.45616703376010104,12920.475694920924
256,128,0.0009,0.15,1.0,0.38027002281122224,14,57,0.7252831149001145,51,0.7193654775619507,0.49578222858080156,6799.521293838623
256,128,0.0009,0.2,0.8,0.15016678540779974,24,182,2.315816261610892,51,0.9356160759925842,0.2506382184361892,407809.9524970821
256,128,0.0009,0.2,0.9,0.1689376335837747,24,156,1.9849853670950504,51,0.9332032799720764,0.27267451970110407,362347.3264866756
256,128,0.0009,0.2,1.0,0.18770848175974966,22,144,1.8322941850108156,51,0.9208139181137085,0.296735090681314,217120.67257337092
256,128,0.0009,0.25,0.8,0.27131041723542115,16,129,1.6414302074055223,51,0.895636796951294,0.3315320411477082,71234.60343365387
256,128,0.0009,0.25,0.9,0.3052242193898488,11,85,1.0815625397633286,51,0.7968795895576477,0.4170751476421614,18560.076332938377
256,128,0.0009,0.25,1.0,0.3391380215442764,11,43,0.5471434024685075,51,0.7884080410003662,0.43025296781317623,16981.76096425359
256,128,0.001,0.01,0.8,0.39989409633403145,3,91,1.157908130805446,41,0.3329605162143707,0.5186828107589948,224.34234351744954
256,128,0.001,0.01,0.9,0.4498808583757854,1,6,0.07634559104211731,7853,,,
256,128,0.001,0.01,1.0,0.4998676204175393,1,5,0.0636213258684311,7854,,,
256,128,0.001,0.05,0.8,0.3394564372316426,4,166,2.1122280188319125,51,0.29813435673713684,0.5796214601619607,1342.3699841322923
256,128,0.001,0.05,0.9,0.38188849188559787,5,91,1.157908130805446,49,0.2838743329048157,0.5583229169880319,1080.499395861829
256,128,0.001,0.05,1.0,0.4243205465395532,2,86,1.094286804937015,738,0.3727598488330841,0.7871419088615398,2292.6142094490515
256,128,0.001,0.1,0.8,0.45968353786599475,4,33,0.41990075073164523,55,0.28762972354888916,1.0048927077935117,1812.6331939241388
256,128,0.001,0.1,0.9,0.5171439800992441,3,10,0.1272426517368622,55,0.15902088582515717,0.5533738655198138,574.7851526541795
256,128,0.001,0.1,1.0,0.5746044223324934,2,6,0.07634559104211731,55,0.32277417182922363,0.5140977358604786,173.56489847215482
256,128,0.001,0.15,0.8,0.29132436064762696,22,132,1.679603002926581,51,0.9092015624046326,0.31770195106007915,91093.38714518523
256,128,0.001,0.15,0.9,0.3277399057285803,18,113,1.4378419646265428,51,0.8395441770553589,0.42127932869282764,21191.026064488255
256,128,0.001,0.15,1.0,0.36415545080953365,16,52,0.6616617890316834,55,0.8095601797103882,0.4587167280009315,14048.860119457548
256,128,0.001,0.2,0.8,0.1744866305107381,19,127,1.6159816770581499,70,0.9127792119979858,0.29034652036475506,202172.7716708917
256,128,0.001,0.2,0.9,0.19629745932458034,16,122,1.5523603511897188,70,0.8758336305618286,0.3759187846293715,76329.57426422823
256,128,0.001,0.2,1.0,0.2181082881384226,15,57,0.7252831149001145,80,0.8634159564971924,0.4056698547600064,56549.4469274906
256,128,0.001,0.25,0.8,0.18123693562276233,16,331,4.211731772490139,51,0.951768159866333,0.16515106393371587,567286.9894753061
256,128,0.001,0.25,0.9,0.20389155257560762,17,249,3.168342028247869,51,0.9442585706710815,0.2560548555925935,430141.2989491085
256,128,0.001,0.25,1.0,0.2265461695284529,15,199,2.532128769563558,51,0.927509605884552,0.300423591351774,171993.10884520324
